date,region,city,crime_type,latitude,longitude,severity
2023-05-10,Алматинская область,Талдыкорган,Кража,43.2901,76.9432,2
2023-05-10,Астана,Астана,Разбой,51.126,71.4877,4
2023-05-11,Шымкент,Шымкент,Разбой,42.3046,69.5988,4
2023-05-11,Алматинская область,Талдыкорган,Мошенничество,43.251,76.9294,3
2023-05-11,Акмолинская область,Кокшетау,Кража,51.0841,71.378,1
2023-05-12,Актюбинская область,Актобе,Разбой,50.3382,57.2456,4
2023-05-12,Алматы,Алматы,Разбой,43.1362,76.7949,3
2023-05-12,Северо-Казахстанская область,Петропавловск,Убийство,54.838,69.1005,5
2023-05-12,Костанайская область,Костанай,Кража,53.1148,63.5439,2
2023-05-13,Жамбылская область,Тараз,Кража,42.9639,71.4439,1
2023-05-13,Алматы,Алматы,Грабёж,43.1419,76.9424,3
2023-05-13,Астана,Астана,Разбой,51.1271,71.4227,4
2023-05-13,Алматы,Алматы,Кража,43.2835,76.8747,2
2023-05-13,Акмолинская область,Кокшетау,Кража,51.2301,71.5271,1
2023-05-13,Алматы,Алматы,Кража,43.2887,76.8399,2
2023-05-13,Восточно-Казахстанская область,Усть-Каменогорск,Разбой,50.0329,82.5428,3
2023-05-14,Западно-Казахстанская область,Уральск,Разбой,51.1966,51.3385,3
2023-05-14,Алматы,Алматы,Мошенничество,43.1799,76.9415,3
2023-05-14,Восточно-Казахстанская область,Усть-Каменогорск,Грабёж,49.9967,82.6711,3
2023-05-14,Алматы,Алматы,Грабёж,43.2032,76.8091,2
2023-05-14,Туркестанская область,Туркестан,Кража,43.2847,68.1611,2
2023-05-14,Астана,Астана,Разбой,51.075,71.5253,4
2023-05-14,Западно-Казахстанская область,Уральск,Разбой,51.1957,51.2789,3
2023-05-14,Алматы,Алматы,Кража,43.1313,76.8391,1
2023-05-14,Атырауская область,Атырау,Грабёж,47.1322,51.9757,2
2023-05-15,Туркестанская область,Туркестан,Кража,43.3779,68.2222,2
2023-05-15,Восточно-Казахстанская область,Усть-Каменогорск,Кража,49.9786,82.5665,2
2023-05-15,Восточно-Казахстанская область,Усть-Каменогорск,Грабёж,49.9594,82.7036,2
2023-05-16,Костанайская область,Костанай,Мошенничество,53.2067,63.5623,2
2023-05-16,Шымкент,Шымкент,Вымогательство,42.3621,69.6252,4
2023-05-16,Акмолинская область,Кокшетау,Кража,51.0969,71.392,2
2023-05-17,Актюбинская область,Актобе,Другое,50.3542,57.2448,3
2023-05-18,Астана,Астана,Кража,51.2673,71.446,1
2023-05-18,Актюбинская область,Актобе,Грабёж,50.305,57.1875,3
2023-05-18,Шымкент,Шымкент,Грабёж,42.2446,69.5673,2
2023-05-18,Актюбинская область,Актобе,Кража,50.2547,57.1765,2
2023-05-18,Астана,Астана,Другое,51.1832,71.3852,1
2023-05-18,Актюбинская область,Актобе,Кража,50.3671,57.1379,1
2023-05-18,Астана,Астана,Грабёж,51.2056,71.4768,2
2023-05-18,Жамбылская область,Тараз,Кража,42.8004,71.3657,2
2023-05-18,Акмолинская область,Кокшетау,Кража,51.1671,71.4327,1
2023-05-19,Астана,Астана,Кража,51.1886,71.4886,1
2023-05-19,Карагандинская область,Караганда,Разбой,49.7402,73.1979,3
2023-05-19,Восточно-Казахстанская область,Усть-Каменогорск,Кража,49.9832,82.6556,2
2023-05-19,Атырауская область,Атырау,Кража,47.0912,51.976,2
2023-05-19,Западно-Казахстанская область,Уральск,Мошенничество,51.2622,51.4436,3
2023-05-20,Алматы,Алматы,Кража,43.1873,76.7574,1
2023-05-20,Карагандинская область,Караганда,Кража,49.7029,73.1118,2
2023-05-20,Жамбылская область,Тараз,Разбой,42.9566,71.4405,3
2023-05-20,Алматы,Алматы,Кража,43.2909,76.9327,1
2023-05-21,Астана,Астана,Кража,51.2345,71.544,1
2023-05-21,Шымкент,Шымкент,Кража,42.4142,69.5819,2
2023-05-21,Павлодарская область,Павлодар,Грабёж,52.3464,76.9598,3
2023-05-21,Астана,Астана,Грабёж,51.2283,71.4821,3
2023-05-21,Алматы,Алматы,Кража,43.3071,76.9332,2
2023-05-21,Северо-Казахстанская область,Петропавловск,Кража,54.8831,69.1338,1
2023-05-21,Алматы,Алматы,Кража,43.302,76.7867,2
2023-05-22,Карагандинская область,Караганда,Вымогательство,49.8467,73.025,4
2023-05-22,Карагандинская область,Караганда,Разбой,49.7844,73.1341,3
2023-05-22,Алматы,Алматы,Кража,43.179,76.8299,1
2023-05-23,Карагандинская область,Караганда,Грабёж,49.7343,73.0109,2
2023-05-23,Туркестанская область,Туркестан,Кража,43.2148,68.1862,2
2023-05-23,Алматы,Алматы,Кража,43.2234,76.7907,1
2023-05-23,Шымкент,Шымкент,Кража,42.4285,69.5412,2
2023-05-23,Актюбинская область,Актобе,Кража,50.1846,57.1267,1
2023-05-23,Павлодарская область,Павлодар,Кража,52.2276,77.0031,2
2023-05-23,Астана,Астана,Грабёж,51.1555,71.4465,2
2023-05-23,Астана,Астана,Грабёж,51.0759,71.4413,2
2023-05-23,Павлодарская область,Павлодар,Кража,52.3602,76.8867,1
2023-05-23,Западно-Казахстанская область,Уральск,Мошенничество,51.1791,51.4144,3
2023-05-23,Алматы,Алматы,Разбой,43.2608,76.7612,4
2023-05-24,Алматы,Алматы,Кража,43.2901,76.894,2
2023-05-24,Алматы,Алматы,Грабёж,43.2606,76.8213,2
2023-05-24,Актюбинская область,Актобе,Изнасилование,50.2058,57.1273,5
2023-05-24,Карагандинская область,Караганда,Грабёж,49.7754,73.1141,2
2023-05-24,Атырауская область,Атырау,Кража,47.0563,51.918,2
2023-05-25,Карагандинская область,Караганда,Мошенничество,49.7125,73.1485,2
2023-05-25,Шымкент,Шымкент,Кража,42.4187,69.6277,2
2023-05-25,Алматы,Алматы,Грабёж,43.1824,76.8438,2
2023-05-25,Западно-Казахстанская область,Уральск,Грабёж,51.1843,51.4536,3
2023-05-25,Астана,Астана,Кража,51.12,71.3918,2
2023-05-25,Астана,Астана,Изнасилование,51.1728,71.3993,4
2023-05-25,Астана,Астана,Разбой,51.1124,71.5272,3
2023-05-25,Алматы,Алматы,Изнасилование,43.241,76.9237,5
2023-05-26,Павлодарская область,Павлодар,Кража,52.277,76.9166,2
2023-05-26,Жамбылская область,Тараз,Грабёж,42.9383,71.3776,3
2023-05-26,Астана,Астана,Грабёж,51.1503,71.4646,2
2023-05-27,Алматы,Алматы,Мошенничество,43.2458,76.8742,3
2023-05-27,Павлодарская область,Павлодар,Кража,52.2526,76.9503,1
2023-05-27,Алматы,Алматы,Кража,43.3114,76.8387,1
2023-05-27,Алматы,Алматы,Разбой,43.236,76.8205,4
2023-05-28,Костанайская область,Костанай,Кража,53.2145,63.6742,1
2023-05-28,Павлодарская область,Павлодар,Кража,52.3737,77.0545,2
2023-05-28,Астана,Астана,Кража,51.2125,71.4199,1
2023-05-28,Актюбинская область,Актобе,Кража,50.2533,57.2103,2
2023-05-29,Алматы,Алматы,Мошенничество,43.3127,76.7883,2
2023-05-29,Алматы,Алматы,Грабёж,43.2011,76.9253,3
2023-05-29,Костанайская область,Костанай,Убийство,53.1285,63.654,5
2023-05-29,Алматинская область,Талдыкорган,Кража,43.2227,76.8619,2
2023-05-29,Алматинская область,Талдыкорган,Разбой,43.3066,76.8005,3
2023-05-29,Туркестанская область,Туркестан,Грабёж,43.2191,68.3388,3
2023-05-29,Костанайская область,Костанай,Кража,53.1438,63.7153,2
2023-05-29,Астана,Астана,Мошенничество,51.1649,71.4848,2
2023-05-30,Карагандинская область,Караганда,Разбой,49.8491,73.0411,3
2023-05-30,Атырауская область,Атырау,Кража,47.1782,51.9162,1
2023-05-30,Астана,Астана,Мошенничество,51.081,71.5382,3
2023-05-30,Алматы,Алматы,Вымогательство,43.1818,76.8571,4
2023-05-30,Туркестанская область,Туркестан,Убийство,43.3248,68.2998,5
2023-05-30,Восточно-Казахстанская область,Усть-Каменогорск,Разбой,49.8885,82.7022,3
2023-05-30,Костанайская область,Костанай,Разбой,53.2298,63.5362,3
2023-05-31,Астана,Астана,Кража,51.1315,71.5009,2
2023-05-31,Восточно-Казахстанская область,Усть-Каменогорск,Кража,49.9562,82.6647,1
2023-05-31,Алматы,Алматы,Разбой,43.3182,76.8001,4
2023-06-01,Карагандинская область,Караганда,Разбой,49.7857,73.0657,3
2023-06-01,Карагандинская область,Караганда,Мошенничество,49.7978,73.1402,2
2023-06-01,Алматы,Алматы,Кража,43.2887,76.9252,1
2023-06-01,Акмолинская область,Кокшетау,Грабёж,51.0775,71.3886,3
2023-06-01,Павлодарская область,Павлодар,Кража,52.3004,77.044,1
2023-06-01,Алматы,Алматы,Кража,43.1916,76.8968,2
2023-06-02,Астана,Астана,Грабёж,51.2029,71.3673,3
2023-06-02,Туркестанская область,Туркестан,Кража,43.3598,68.2203,2
2023-06-03,Северо-Казахстанская область,Петропавловск,Грабёж,54.8839,69.2431,3
2023-06-03,Астана,Астана,Кража,51.1761,71.5153,1
2023-06-03,Павлодарская область,Павлодар,Грабёж,52.2364,77.0436,2
2023-06-03,Алматы,Алматы,Грабёж,43.3182,76.835,3
2023-06-04,Алматы,Алматы,Кража,43.3145,76.7947,2
2023-06-04,Карагандинская область,Караганда,Разбой,49.8217,73.0281,3
2023-06-05,Мангистауская область,Актау,Грабёж,43.5615,51.1272,3
2023-06-05,Алматы,Алматы,Убийство,43.3014,76.7818,5
2023-06-05,Алматы,Алматы,Кража,43.1447,76.8874,2
2023-06-05,Алматы,Алматы,Грабёж,43.1402,76.878,2
2023-06-05,Астана,Астана,Разбой,51.1553,71.483,4
2023-06-06,Алматы,Алматы,Грабёж,43.2927,76.7682,3
2023-06-06,Шымкент,Шымкент,Кража,42.4008,69.6401,2
2023-06-06,Западно-Казахстанская область,Уральск,Грабёж,51.3289,51.3187,2
2023-06-07,Жамбылская область,Тараз,Кража,42.8764,71.444,2
2023-06-07,Алматы,Алматы,Кража,43.2969,76.7614,2
2023-06-07,Алматы,Алматы,Кража,43.1699,76.9055,2
2023-06-07,Астана,Астана,Грабёж,51.2329,71.4574,2
2023-06-08,Алматы,Алматы,Разбой,43.1258,76.8925,4
2023-06-08,Алматы,Алматы,Грабёж,43.2916,76.7938,2
2023-06-08,Алматы,Алматы,Разбой,43.1989,76.9258,3
2023-06-08,Атырауская область,Атырау,Кража,47.104,51.9056,2
2023-06-08,Атырауская область,Атырау,Кража,47.1301,51.9732,1
2023-06-09,Жамбылская область,Тараз,Кража,42.9328,71.4355,2
2023-06-09,Западно-Казахстанская область,Уральск,Грабёж,51.3265,51.353,2
2023-06-09,Костанайская область,Костанай,Грабёж,53.2286,63.6283,2
2023-06-09,Шымкент,Шымкент,Кража,42.2843,69.6585,2
2023-06-09,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.0461,82.6167,2
2023-06-09,Алматы,Алматы,Кража,43.3012,76.7872,2
2023-06-10,Алматы,Алматы,Грабёж,43.1889,76.8705,2
2023-06-11,Костанайская область,Костанай,Разбой,53.2458,63.5693,3
2023-06-11,Северо-Казахстанская область,Петропавловск,Кража,54.8488,69.1078,1
2023-06-11,Алматы,Алматы,Кража,43.2678,76.8232,2
2023-06-11,Карагандинская область,Караганда,Грабёж,49.9013,73.0346,3
2023-06-12,Алматы,Алматы,Грабёж,43.3119,76.8438,2
2023-06-12,Северо-Казахстанская область,Петропавловск,Грабёж,54.8386,69.206,2
2023-06-13,Восточно-Казахстанская область,Усть-Каменогорск,Кража,49.9634,82.6104,1
2023-06-13,Астана,Астана,Кража,51.1656,71.5132,2
2023-06-13,Жамбылская область,Тараз,Вымогательство,42.8784,71.2992,3
2023-06-13,Жамбылская область,Тараз,Грабёж,42.8091,71.2827,3
2023-06-13,Алматы,Алматы,Мошенничество,43.1527,76.9358,3
2023-06-14,Акмолинская область,Кокшетау,Кража,51.0798,71.4568,2
2023-06-14,Жамбылская область,Тараз,Вымогательство,42.9614,71.3528,4
2023-06-14,Карагандинская область,Караганда,Кража,49.832,73.089,1
2023-06-14,Актюбинская область,Актобе,Кража,50.2357,57.2049,1
2023-06-14,Туркестанская область,Туркестан,Разбой,43.2272,68.3226,4
2023-06-14,Астана,Астана,Кража,51.2166,71.5051,1
2023-06-15,Жамбылская область,Тараз,Кража,42.9151,71.3552,1
2023-06-15,Актюбинская область,Актобе,Кража,50.3549,57.142,2
2023-06-15,Западно-Казахстанская область,Уральск,Грабёж,51.3296,51.4236,2
2023-06-16,Костанайская область,Костанай,Разбой,53.1285,63.5283,4
2023-06-16,Жамбылская область,Тараз,Грабёж,42.9679,71.4366,3
2023-06-16,Астана,Астана,Грабёж,51.082,71.3576,2
2023-06-16,Алматы,Алматы,Грабёж,43.2733,76.843,2
2023-06-16,Восточно-Казахстанская область,Усть-Каменогорск,Мошенничество,49.9097,82.684,3
2023-06-16,Костанайская область,Костанай,Грабёж,53.2532,63.6295,2
2023-06-16,Астана,Астана,Грабёж,51.1861,71.4674,3
2023-06-16,Костанайская область,Костанай,Кража,53.2391,63.601,1
2023-06-16,Шымкент,Шымкент,Кража,42.4009,69.5291,2
2023-06-16,Алматы,Алматы,Кража,43.1244,76.8468,2
2023-06-17,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.0174,82.7054,1
2023-06-18,Алматы,Алматы,Кража,43.2051,76.8957,2
2023-06-18,Астана,Астана,Грабёж,51.2414,71.5017,3
2023-06-18,Алматы,Алматы,Разбой,43.2502,76.866,3
2023-06-18,Алматы,Алматы,Кража,43.1297,76.945,2
2023-06-19,Астана,Астана,Разбой,51.1204,71.3779,3
2023-06-19,Шымкент,Шымкент,Разбой,42.3566,69.6774,3
2023-06-19,Алматы,Алматы,Кража,43.3199,76.9195,2
2023-06-20,Алматы,Алматы,Кража,43.1601,76.7732,1
2023-06-20,Карагандинская область,Караганда,Разбой,49.8374,73.0455,3
2023-06-20,Алматы,Алматы,Кража,43.2453,76.8122,1
2023-06-21,Актюбинская область,Актобе,Кража,50.3614,57.1999,1
2023-06-21,Карагандинская область,Караганда,Кража,49.8866,73.0725,2
2023-06-21,Алматы,Алматы,Кража,43.2874,76.9304,1
2023-06-22,Алматы,Алматы,Мошенничество,43.1566,76.8397,2
2023-06-22,Алматинская область,Талдыкорган,Кража,43.1529,76.7872,1
2023-06-22,Костанайская область,Костанай,Разбой,53.1835,63.6417,4
2023-06-22,Астана,Астана,Разбой,51.099,71.4997,4
2023-06-23,Алматинская область,Талдыкорган,Кража,43.1429,76.8587,2
2023-06-23,Шымкент,Шымкент,Кража,42.4326,69.65,2
2023-06-23,Актюбинская область,Актобе,Убийство,50.3578,57.141,5
2023-06-24,Карагандинская область,Караганда,Разбой,49.822,73.1777,3
2023-06-24,Астана,Астана,Разбой,51.259,71.5291,3
2023-06-24,Алматинская область,Талдыкорган,Кража,43.2146,76.9112,1
2023-06-25,Алматы,Алматы,Кража,43.2406,76.9191,1
2023-06-25,Астана,Астана,Разбой,51.2301,71.4333,3
2023-06-26,Алматы,Алматы,Кража,43.176,76.8932,1
2023-06-26,Алматы,Алматы,Грабёж,43.2988,76.9427,2
2023-06-26,Туркестанская область,Туркестан,Грабёж,43.3346,68.3108,3
2023-06-26,Кызылординская область,Кызылорда,Грабёж,44.8504,65.5802,3
2023-06-26,Мангистауская область,Актау,Грабёж,43.68,51.1466,3
2023-06-26,Акмолинская область,Кокшетау,Грабёж,51.112,71.5361,2
2023-06-26,Астана,Астана,Убийство,51.1016,71.537,5
2023-06-26,Астана,Астана,Мошенничество,51.1251,71.5288,2
2023-06-27,Шымкент,Шымкент,Кража,42.3855,69.6509,2
2023-06-27,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.0212,82.6824,1
2023-06-27,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.0508,82.6253,2
2023-06-28,Кызылординская область,Кызылорда,Кража,44.9522,65.5603,2
2023-06-28,Северо-Казахстанская область,Петропавловск,Разбой,54.8116,69.0621,3
2023-06-28,Астана,Астана,Кража,51.1409,71.3609,1
2023-06-29,Западно-Казахстанская область,Уральск,Кража,51.3145,51.3647,1
2023-06-29,Астана,Астана,Кража,51.1198,71.4096,2
2023-06-29,Атырауская область,Атырау,Кража,47.1814,51.8443,2
2023-06-29,Алматинская область,Талдыкорган,Кража,43.3208,76.7643,1
2023-06-29,Алматы,Алматы,Грабёж,43.3065,76.7602,2
2023-06-29,Туркестанская область,Туркестан,Кража,43.3074,68.3153,2
2023-06-30,Алматы,Алматы,Мошенничество,43.2668,76.8527,2
2023-06-30,Астана,Астана,Кража,51.2045,71.4378,1
2023-06-30,Алматы,Алматы,Другое,43.2353,76.8607,1
2023-07-01,Алматинская область,Талдыкорган,Кража,43.3137,76.7841,2
2023-07-01,Алматы,Алматы,Мошенничество,43.1513,76.924,3
2023-07-01,Астана,Астана,Кража,51.1961,71.4669,1
2023-07-02,Восточно-Казахстанская область,Усть-Каменогорск,Грабёж,49.9143,82.7074,3
2023-07-02,Актюбинская область,Актобе,Кража,50.378,57.1475,2
2023-07-03,Западно-Казахстанская область,Уральск,Разбой,51.2746,51.4165,4
2023-07-04,Туркестанская область,Туркестан,Кража,43.2958,68.3144,2
2023-07-04,Алматинская область,Талдыкорган,Разбой,43.314,76.7758,3
2023-07-05,Карагандинская область,Караганда,Другое,49.8712,73.097,1
2023-07-05,Астана,Астана,Грабёж,51.0966,71.3645,2
2023-07-05,Мангистауская область,Актау,Кража,43.5698,51.0956,2
2023-07-06,Туркестанская область,Туркестан,Кража,43.3017,68.2462,2
2023-07-06,Алматы,Алматы,Кража,43.3212,76.8656,2
2023-07-06,Шымкент,Шымкент,Кража,42.265,69.4956,2
2023-07-06,Шымкент,Шымкент,Разбой,42.2499,69.5831,4
2023-07-07,Шымкент,Шымкент,Кража,42.4234,69.6115,2
2023-07-08,Шымкент,Шымкент,Кража,42.3579,69.6315,1
2023-07-08,Алматы,Алматы,Мошенничество,43.2649,76.9271,3
2023-07-09,Астана,Астана,Разбой,51.1148,71.5013,4
2023-07-09,Западно-Казахстанская область,Уральск,Грабёж,51.2988,51.3077,3
2023-07-09,Алматы,Алматы,Вымогательство,43.1414,76.7608,3
2023-07-09,Актюбинская область,Актобе,Грабёж,50.2532,57.2333,3
2023-07-09,Карагандинская область,Караганда,Кража,49.8985,73.1735,1
2023-07-10,Туркестанская область,Туркестан,Грабёж,43.2118,68.1975,2
2023-07-10,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.0125,82.6713,1
2023-07-12,Северо-Казахстанская область,Петропавловск,Разбой,54.8746,69.2396,4
2023-07-12,Астана,Астана,Кража,51.0722,71.5102,1
2023-07-12,Атырауская область,Атырау,Разбой,47.086,51.8591,3
2023-07-12,Жамбылская область,Тараз,Мошенничество,42.8085,71.3594,3
2023-07-13,Алматинская область,Талдыкорган,Кража,43.2867,76.7793,1
2023-07-13,Астана,Астана,Мошенничество,51.1065,71.52,3
2023-07-13,Павлодарская область,Павлодар,Разбой,52.3591,77.0237,3
2023-07-13,Северо-Казахстанская область,Петропавловск,Разбой,54.8483,69.2342,3
2023-07-13,Алматинская область,Талдыкорган,Разбой,43.2743,76.7912,3
2023-07-14,Астана,Астана,Грабёж,51.1511,71.4717,3
2023-07-14,Кызылординская область,Кызылорда,Кража,44.8719,65.47,1
2023-07-15,Астана,Астана,Кража,51.155,71.5306,2
2023-07-15,Актюбинская область,Актобе,Разбой,50.2075,57.1843,3
2023-07-15,Алматы,Алматы,Кража,43.2451,76.7603,1
2023-07-15,Северо-Казахстанская область,Петропавловск,Грабёж,54.8389,69.2299,3
2023-07-16,Карагандинская область,Караганда,Кража,49.8859,73.1618,2
2023-07-16,Костанайская область,Костанай,Кража,53.1897,63.5755,1
2023-07-16,Астана,Астана,Грабёж,51.2065,71.4041,2
2023-07-16,Астана,Астана,Кража,51.2498,71.5368,2
2023-07-16,Алматы,Алматы,Грабёж,43.1688,76.8216,3
2023-07-17,Туркестанская область,Туркестан,Грабёж,43.3698,68.2385,2
2023-07-17,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.0436,82.5932,2
2023-07-17,Астана,Астана,Кража,51.2124,71.4424,2
2023-07-17,Астана,Астана,Грабёж,51.2366,71.3939,3
2023-07-18,Акмолинская область,Кокшетау,Разбой,51.1226,71.4213,3
2023-07-18,Алматинская область,Талдыкорган,Разбой,43.1763,76.9302,4
2023-07-18,Павлодарская область,Павлодар,Кража,52.3184,76.9532,2
2023-07-18,Туркестанская область,Туркестан,Кража,43.3871,68.1731,2
2023-07-19,Карагандинская область,Караганда,Мошенничество,49.806,73.0518,3
2023-07-19,Алматы,Алматы,Разбой,43.2352,76.9233,4
2023-07-19,Алматинская область,Талдыкорган,Мошенничество,43.2879,76.9452,2
2023-07-19,Карагандинская область,Караганда,Вымогательство,49.7018,73.1553,3
2023-07-19,Алматинская область,Талдыкорган,Кража,43.1368,76.9473,1
2023-07-19,Алматинская область,Талдыкорган,Разбой,43.1269,76.9305,4
2023-07-20,Павлодарская область,Павлодар,Кража,52.1863,76.8677,1
2023-07-20,Алматы,Алматы,Грабёж,43.273,76.8245,2
2023-07-20,Западно-Казахстанская область,Уральск,Кража,51.1801,51.3988,1
2023-07-20,Жамбылская область,Тараз,Изнасилование,42.9693,71.4007,5
2023-07-20,Карагандинская область,Караганда,Кража,49.7839,73.1964,2
2023-07-20,Алматы,Алматы,Мошенничество,43.2458,76.8809,3
2023-07-20,Атырауская область,Атырау,Кража,47.1465,51.8219,2
2023-07-21,Шымкент,Шымкент,Грабёж,42.392,69.6112,3
2023-07-21,Павлодарская область,Павлодар,Кража,52.2174,76.9619,2
2023-07-22,Западно-Казахстанская область,Уральск,Кража,51.197,51.3896,1
2023-07-22,Алматы,Алматы,Убийство,43.1575,76.9017,5
2023-07-23,Шымкент,Шымкент,Грабёж,42.2997,69.5276,3
2023-07-23,Алматы,Алматы,Кража,43.2963,76.8665,2
2023-07-23,Шымкент,Шымкент,Кража,42.3294,69.5261,1
2023-07-23,Астана,Астана,Кража,51.2056,71.5235,2
2023-07-23,Мангистауская область,Актау,Кража,43.5699,51.243,2
2023-07-23,Астана,Астана,Разбой,51.1546,71.4661,4
2023-07-23,Алматинская область,Талдыкорган,Грабёж,43.2134,76.8411,2
2023-07-23,Астана,Астана,Грабёж,51.1314,71.5005,3
2023-07-23,Шымкент,Шымкент,Кража,42.3162,69.5107,1
2023-07-23,Астана,Астана,Кража,51.2173,71.4321,2
2023-07-23,Алматинская область,Талдыкорган,Разбой,43.1771,76.7579,3
2023-07-24,Алматы,Алматы,Кража,43.2914,76.8383,2
2023-07-24,Астана,Астана,Разбой,51.1114,71.5215,3
2023-07-24,Атырауская область,Атырау,Кража,47.0991,51.9286,1
2023-07-24,Алматинская область,Талдыкорган,Разбой,43.1916,76.8455,4
2023-07-25,Алматы,Алматы,Кража,43.2503,76.8885,1
2023-07-25,Шымкент,Шымкент,Грабёж,42.437,69.5321,3
2023-07-26,Астана,Астана,Разбой,51.2112,71.3995,3
2023-07-26,Актюбинская область,Актобе,Разбой,50.2666,57.2552,3
2023-07-26,Алматы,Алматы,Вымогательство,43.2309,76.8863,4
2023-07-26,Кызылординская область,Кызылорда,Кража,44.9029,65.4663,1
2023-07-27,Карагандинская область,Караганда,Кража,49.8438,73.1419,2
2023-07-27,Костанайская область,Костанай,Разбой,53.2571,63.6185,4
2023-07-27,Западно-Казахстанская область,Уральск,Грабёж,51.2468,51.4105,3
2023-07-28,Туркестанская область,Туркестан,Грабёж,43.2707,68.3273,3
2023-07-28,Алматинская область,Талдыкорган,Кража,43.3072,76.8719,2
2023-07-28,Павлодарская область,Павлодар,Кража,52.3352,77.0126,1
2023-07-28,Шымкент,Шымкент,Грабёж,42.3597,69.5085,3
2023-07-28,Павлодарская область,Павлодар,Кража,52.3071,76.8793,2
2023-07-29,Атырауская область,Атырау,Грабёж,47.0448,51.8348,3
2023-07-29,Кызылординская область,Кызылорда,Грабёж,44.8842,65.5376,3
2023-07-29,Карагандинская область,Караганда,Грабёж,49.7087,73.0442,2
2023-07-29,Жамбылская область,Тараз,Грабёж,42.8139,71.3611,2
2023-07-29,Астана,Астана,Грабёж,51.1293,71.4898,2
2023-07-30,Алматинская область,Талдыкорган,Разбой,43.1921,76.8104,4
2023-07-30,Алматинская область,Талдыкорган,Мошенничество,43.2814,76.8277,3
2023-07-30,Астана,Астана,Изнасилование,51.1583,71.4074,5
2023-07-30,Акмолинская область,Кокшетау,Разбой,51.192,71.4583,4
2023-07-30,Атырауская область,Атырау,Кража,47.0354,51.9765,1
2023-07-30,Алматинская область,Талдыкорган,Грабёж,43.1349,76.9172,2
2023-07-31,Алматинская область,Талдыкорган,Кража,43.2798,76.9487,2
2023-08-01,Алматы,Алматы,Разбой,43.1765,76.8679,3
2023-08-01,Жамбылская область,Тараз,Кража,42.8268,71.3068,2
2023-08-01,Астана,Астана,Разбой,51.2325,71.3922,4
2023-08-01,Алматинская область,Талдыкорган,Грабёж,43.2304,76.8075,3
2023-08-02,Алматы,Алматы,Кража,43.2108,76.8265,2
2023-08-03,Жамбылская область,Тараз,Грабёж,42.9003,71.3595,2
2023-08-03,Актюбинская область,Актобе,Разбой,50.2685,57.2105,4
2023-08-03,Павлодарская область,Павлодар,Разбой,52.3185,76.9042,4
2023-08-03,Алматы,Алматы,Кража,43.1697,76.8889,1
2023-08-03,Астана,Астана,Кража,51.073,71.506,1
2023-08-03,Актюбинская область,Актобе,Разбой,50.3664,57.1426,4
2023-08-03,Алматы,Алматы,Кража,43.1881,76.8788,2
2023-08-03,Астана,Астана,Убийство,51.1592,71.4529,5
2023-08-03,Шымкент,Шымкент,Грабёж,42.441,69.636,3
2023-08-04,Алматинская область,Талдыкорган,Кража,43.2989,76.7954,1
2023-08-04,Астана,Астана,Кража,51.1436,71.4932,1
2023-08-05,Алматы,Алматы,Мошенничество,43.1336,76.8272,2
2023-08-05,Кызылординская область,Кызылорда,Грабёж,44.795,65.448,3
2023-08-05,Жамбылская область,Тараз,Разбой,42.9098,71.4622,4
2023-08-06,Алматинская область,Талдыкорган,Кража,43.3156,76.7683,1
2023-08-06,Акмолинская область,Кокшетау,Грабёж,51.1391,71.4202,3
2023-08-06,Алматы,Алматы,Кража,43.2717,76.8515,2
2023-08-06,Карагандинская область,Караганда,Грабёж,49.8776,73.1109,3
2023-08-06,Алматы,Алматы,Кража,43.2787,76.8024,1
2023-08-07,Астана,Астана,Кража,51.2617,71.4208,2
2023-08-07,Алматы,Алматы,Изнасилование,43.2574,76.8261,4
2023-08-08,Северо-Казахстанская область,Петропавловск,Кража,54.8509,69.2258,2
2023-08-08,Астана,Астана,Грабёж,51.2043,71.3519,3
2023-08-08,Астана,Астана,Кража,51.087,71.4201,1
2023-08-08,Алматы,Алматы,Убийство,43.2525,76.951,5
2023-08-09,Туркестанская область,Туркестан,Мошенничество,43.3326,68.2336,2
2023-08-09,Алматинская область,Талдыкорган,Кража,43.2957,76.8205,1
2023-08-09,Алматы,Алматы,Кража,43.254,76.874,1
2023-08-09,Костанайская область,Костанай,Кража,53.1253,63.7191,1
2023-08-10,Алматы,Алматы,Мошенничество,43.2618,76.7807,2
2023-08-11,Алматинская область,Талдыкорган,Грабёж,43.2981,76.7916,2
2023-08-11,Восточно-Казахстанская область,Усть-Каменогорск,Кража,49.8989,82.5148,2
2023-08-11,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.033,82.597,1
2023-08-11,Астана,Астана,Кража,51.1677,71.3581,2
2023-08-12,Атырауская область,Атырау,Кража,47.1862,51.8365,2
2023-08-12,Астана,Астана,Кража,51.1524,71.5153,2
2023-08-12,Павлодарская область,Павлодар,Кража,52.1971,77.041,2
2023-08-13,Шымкент,Шымкент,Кража,42.2744,69.5157,2
2023-08-13,Атырауская область,Атырау,Кража,47.0932,51.8949,1
